Filename,text
Test1001.jpg,"When people ask
what I see in you,
I just smile and
look away because
T'm afraid if they knew,
they'd fall in love
with you too."
Test1012.jpg,"eS

oP ce et
aie el
Reo"
Test1022.jpg,"LOVE
®"
Test1071.jpg,"ee 8M WALLA OL

for being different and

not living by society's
standards, but deep down,
they wish they had the
courage to do the same.

ce Being Gay & Proud Quotes
www. geckoandfly.com

Ee lO"
Test1122.jpg,"‘Leigher, author of ""Fair Play: How LGBT Athletes are Claiming their
Rightful Place in Sports.” defied the notion that sports are inherently,
homophobic. Part of what is keeping gay athletes closeted, Zeigher said, is
the hyper heteromenism that exists in locker roams. Negative talk about
|b) people is not the iste Instead, i's the demeaning talk about women,"
Test1161.jpg,
Test1199.jpg,"Do blo realize what you
_ when you sa

 

ere so gay!""?

The way “gay” is used now-a-days has a
negative connotation. Which it should not:

    

 

means brightly colored. happy and or homosexual

WEAK. BOGUS. RIDICULOUS.
FRIVOLOUS. CHILDISH.
ABSURD.AWKWARD.
on
FREAKY.

CHOOSE A WORD WHICH MEANS,
WHAT YOU MEAN TO SAY.

IT'S ONLY THE SMART THING TO DO."
Test1229.jpg,"cou mea RCM Reh)

a kid, | have never

been able to
understand attacks upon the gay
community. There are so many
qualities that make up a human being...
VACA MU tt Bema ico aR uUitak- | meal)
things that | really admire about people,
what they do with their private parts is
probably so low on the list that it is irrelevant.

em =) i tite lt meena"
Test1240.jpg,
Test1271.jpg,"A MARRIAGE HAS
AAS da B
BETWEEN A MAN
A ALLA"
Test1279.jpg,
Test1290.jpg,
Test1353.jpg,
Test1359.jpg,
Test1615.jpg,"Oe
eres
a Slater
terete tes
peor iolrngeannane terial
foepereree restos
acer
Preece eres
nr

cree"
Test1620.jpg,"LOVE
IS TOO BEAU
TO BE HID
IN THE CLO

oor"
Test1634.jpg,
Test1644.jpg,ELAINA
Test1717.jpg,"Re wine
PG"
Test1724.jpg,"-»~- ht be
‘agedy in their
Te RCN Aare)
PET Cah Let

—_ ff."
Test1743.jpg,"She just Lept storing at

her” she lamented. Une | a

woun't even there 4
“The trouble with lesbian

love triangles is you can't

tell which ‘she"" and. aN

‘her we're talking y

~ Molly Ringle"
Test1767.jpg,
Test1776.jpg,"Of course gay men

rece eee
spend all that time in
the closet doing nothing.

2 Being Gay & Proud Quotes
www. geckoandfly.com

i"
Test1785.jpg,"nen

To be afraid is
BMT Toh Mol)
if the truth were
not true.

TV N7V Oa

 

,
——"
Test1788.jpg,
Test1803.jpg,
Test1818.jpg,
Test1837.jpg,oe
Test1856.jpg,"It’s funny how we know gay
eee ee (m eR keg h
have proof of God but we
reece ye LlLe
human rights because
NM kee ee ek

2 Being Gay & Proud Quotes
; as
www. geckoandfly.com

ib Wes tm Tin . ] i Bir"
Test1872.jpg,"Being gay is like being

left handed. Some people
are, most people aren't
Fete ares l VE Ce
why. It’s not right or wrong,
it’s just the way things are!

2 Being Gay & Proud Quotes
www. geckoandfly.com

| We FF *) yaa 6 6 fh |"
Test1884.jpg,"ludicrous. naive. frivolous.
arenone interesti:
eccentric. cmt
gt hee, ee ridiculous.
. asinine.
nos chy)."
Test1885.jpg,
Test1889.jpg,ama
Test1902.jpg,"“People don't know if im gay straight or
ne eae ee

ed
—"
Test1923.jpg,"Pa a
a at a3
THE RECENT RISE IN HOMOPHOBIC
VIOLENCE MIGHT BE A GAUGE OF THE
Berastagi da ht [hss"
Test1934.jpg,
Test1954.jpg,
Test1992.jpg,"Colt) NG
STRAIGHT""
Oy Sa
RAINBOW’

ie"
Test2007.jpg,"an

We are powerful
because we have
survived.

a AUDRE LORDE"
Test2049.jpg,
Test2068.jpg,"(A
, ie :
“aes yo"
Test2114.jpg,
Test2209.jpg,"elolelabtieebebeed acted
‘That's fat yu sd wa pt te art tw be
cde
Ces

ered"
Test2235.jpg,
Test2280.jpg,
Test2309.jpg,"Ge

Find out who you are
and be that person.
aia le-a\ 10-1 Mele a el8 |e
was put on this earth
to be. Find that truth,
live that truth, and
everything else F

will ot Y
| ey"
Test2371.jpg,"When people ask
what I see in you,
I just smile and
look away because
T'm afraid if they knew,
they'd fall in love
with you too."
Test2411.jpg,"es ay
WON'T HAVE TO

“COME OUT OF

THE CLO
WE'LL JU Y
WE ARE I VE

PU TY L BE
PNR

ane"
Test2424.jpg,"La not dftyard <
WO. Tan"
Test2434.jpg,
Test2455.jpg,
Test2590.jpg,"—

Ren
Peed
Pe)"
Test2616.jpg,
Test2648.jpg,
Test2650.jpg,
Test2743.jpg,
Test2791.jpg,"Zeigler, author of ""Fair Play: How LGBT Athletes are Claiming their
Rightful Place in Sports,"" defied the notion that sports are inherently
homophobic. Part of what is keeping gay athletes closeted, Zeigler said, is
the hyper heterosexism that exists in locker rooms. Negative talk about
gay people is not the issue. Instead, it's the demeaning talk about women."
Test2792.jpg,"Sn eee ee ion
super-intelligent gay man who
eee n ae emery
Cente eae
CO eng
loving and forgiving. | don't know
what makes people so cruel. Try being
Oe on ae
you're as good as dead.”

aT)"
Test2870.jpg,"Wee) eth elm ELL Re) eel ee
an alien from outer space.. its funny”

- eka"
Test2959.jpg,"Liktebie
rd
Cris
Peed

eed"
Test2962.jpg,"TN

HAVE TO
eed
bila s
ool \s
WE ARE
a) BE
eels

. 4"
Test2977.jpg,
Test3024.jpg,
Test3030.jpg,"“Onstage, | am a devil. But I'm hardly a
social reject.”

eT iC oury"
Test3118.jpg,"ae

WHO YOU WANT

ior"
Test3130.jpg,"ae aed are

sheng tryig

to be norm.!
vad | eel at

ete)
a ean be.
lage echo"
Test3159.jpg,
Test3177.jpg,"UOTE
MeL

atin
si
i)"
Test3246.jpg,"LOVE
i)

Céve"
Test3265.jpg,"Alot of parents will
OO ame
Petey Cee e) a cm tcl)
be themselves.

c2 Being Gay & Proud Quotes
OR 8 EAA CL

sk lClUCUCUm””dhCU€=EF. ee —_— a — oe"
Test3277.jpg,"tet et te |
was put on this earth
to be. Find that truth,
eae a)
Cena ticdy
a

il

99"
Test3294.jpg,
Test3360.jpg,"Cera
py
wall never know

ae

cae"
Test3512.jpg,
Test3525.jpg,"Do you realize what you

say. when you sa’
alalels 's sO gay!"
Test3566.jpg,
Test3625.jpg,
Test3706.jpg,"hine your soul with the same egoless humility
Te aaa fete paers yee 9
in this world or the next, love will find you,
attend: Gless you."""
Test3749.jpg,"UAV AT
NeW

A hii
ncn
A aay
fe"
Test3750.jpg,"TF Hotty Potter
OC

10,0,

It’s that no one
Cad"
Test3789.jpg,
Test3798.jpg,—ap
Test3827.jpg,"Being gay is not a crime

Faeh ia Ce ieme- Ri msde end ged
God to justify your prejudice.
Religion is about loving one
FU mM CMe cm ee Cis
se) eels Cem Cod 1K)

c2 Being Gay & Proud Quotes
www. geckoandfly.com

ee ll Sl ; ="
Test3863.jpg,
Test3864.jpg,"ae
UCN

OO

It's that no one
ed"
Test3893.jpg,"“Hf you're not out and proud, you're
missing out on the best month of
the year. Don't spend another year
hiding in a closet of fear and shame
You don't have forever, you deserve
“er and your tribe is waiting to
welcome you home.’"
Test3934.jpg,"BAY

\Y PASTE
te

>"
Test3975.jpg,
Test3985.jpg,
Test353.jpg,
Test360.jpg,
Test372.jpg,"Gay ou CULTURE IS SURVIVING
AND THRIVING. SOME

ACTIVISTS BELIEVE THE
RECENT RISE IN
HOMOPHOBIC VIOLENCE
MIGHT BE A GAUGE OF THE
SUCCESS OF POSITIVE GAY
IMAGES."
Test374.jpg,
Test378.jpg,"KEEP
CALM

BECAUSE IT'S OKAY"
Test396.jpg,"cate id
om

Bee

with the world you

live in”"
Test397.jpg,".
Back then my
denial was both active O
and passive.
Caught shadowboxing
my subconscious, I was

determined to dodge the danger of
my natural desires."
Test400.jpg,"Being gay is like being

left handed. Some people
are, most people aren't
Fete ares l VE Ce
why. It’s not right or wrong,
it’s just the way things are!

2 Being Gay & Proud Quotes
www. geckoandfly.com

| We FF *) yaa 6 6 fh |"
Test417.jpg,"UE Ae)
be overwhelming-to keep secrets,
SEC kag
i to be who you're not. Remember:
you are special and worth being
Ce Ea Melee
> Te CR ECM med
Fe eee el ek ae

 

alts Bead"
Test422.jpg,SOUNDS
Test440.jpg,
Test449.jpg,"the UN is anything
but neutral"
Test482.jpg,"We are legal!!!

 

In all fifty states!!!"
Test489.jpg,"I a Le asa 3
a iy

4

i a ge
DS a ly"
Test490.jpg,
Test498.jpg,"OTM ee ies
aT ear icey eer
rm rete eca chest pred
angry with someone for
eae ea
you're on a diet.

2 Being Gay & Proud Quotes
www. geckoandfly.com

——————— i kw TE OO lUlUlUlllCU ee ee"
Test516.jpg,"THERE'S NOTHING
WRONG WITH YOU.
THERE'S ALO"
Test519.jpg,6) dreamstime.com RECT Y CMR AON ir
Test522.jpg,". Mpa er ions dram
Ucn kebend
ee tettetedal
CL laeitlokasteeie
you are special and worth being
Shodan ieicbeipheneie
penrrttepeegeopten ry
le
area"
Test523.jpg,"Cle) Dr

aS
era waT UN |"
Test526.jpg,
Test527.jpg,"Gay pride or LGBT pride is the positive stance against
discrimination and violence toward lesbian, gay,
bisexual, and transgender (LGBT) people to promote
their self-affirmation, dignity, equality rights, increase
their visibility as a social group, build community, and

celebrate sexual diversity and gender variance.

   

Your@uote.i"
Test533.jpg,
Test536.jpg,
Test545.jpg,IAM HUMAN.
Test579.jpg,Life's a game. Play to win.
Test581.jpg,"‘There are pomp we've wai that oe
na trate for tein openly soporte
“of 97 marriage. ey adoption. Wh
Se reopect tena arnt
‘met being bree, Fo decent me
Sing Lave os heman experimen,
mete pelt esteem"
Test587.jpg,STUNDS
Test606.jpg,Ort NS
Test612.jpg,"BE
Gouget"
Test614.jpg,"| learned
compassion from
being discriminated
against. Everything
bad that’s ever
happened to
me has taught
me compassion.

og eC)"
Test624.jpg,
Test644.jpg,"aA
Se A CU
DNS S 3
UU eT
SE EEE

Yor Vamqer"
Test660.jpg,"WHETHER EWwaAs
ait ald
CE
Chose This “Way,
paper vary ary wr

AT han)

par aay ee |"
Test661.jpg,
Test665.jpg,".
What is straight? A
. oline can be straight,
_\ orastreet, but the
. human heart, oh, no,

road through
mountains.

) @sayinglmages.com
\ TENNESSEE
WILLIAMS"
Test668.jpg,"@
to the rights of
the UN is anything
but neutral.

  

a\|"
Test677.jpg,
Test715.jpg,"Gay culture is

Cia eae bite b ited
thriving. Some

Nelo mish: b Kaa
recent rise in
homophobic violence
pecbtc} heel RCs oS d
the success of

pL hh Cech abit

Spee TB AL.c"
Test751.jpg,
Test757.jpg,"=a.

eer)
Po cans
Pr ete)
ene)
ernie
ioreareiey
cet ad
Cee"
Test760.jpg,
Test761.jpg,"CPelieve
you can

you're halfway

T. ROOSEVELT"
Test778.jpg,
Test779.jpg,"We are legal!!!

 

In all fifty states!!!"
Test789.jpg,"noted

Silden ad 4

De ee

eens
a"
Test803.jpg,
Test811.jpg,
Test812.jpg,Life's a game. Play to win.
Test824.jpg,
Test833.jpg,"HATE
It HAS CAUSED A LOT
OF PROBLEMS IN THIS
WORLD, BUT IS HAS
NOT SOLVED ONE YET.
-Maya ANGELou"
Test834.jpg,"“Bach time «
woman stands up
for herself, without
knowing it possibly,
without claiming it,
she stands up for
all women.”

mara amonnow"
Test835.jpg,YH LSS
Test837.jpg,"be eal ts
BOYS OR GIRLS?

aio"
Test843.jpg,"1S ABOUT
OVE
NOT GENDER!"
Test859.jpg,"and purses
ned to
slow women down"
Test861.jpg,
Test884.jpg,"“Believe

you can

you're halfway
there.

T. ROOSEVELT"
Test890.jpg,"The Biblical Case in
Support of Same-Sex
Relationships

Gin lnde uray

MATTHEW VINES"
Test903.jpg,"PAO A Lang
Pat ad J"
Test912.jpg,"and for all, a
Stand up and
start to fight.

Harvey Milk
QBayingimages com"
Test929.jpg,"a lala
is When what
Wiese) think,
what wiers)
say,and
Vain ele]
re oYel aed gl
harmony Ac

Inspiring and Positive Quotes
<3"
Test937.jpg,"you are
¥ LOVABLE

YWORTHY
Y ENOUGH
9 BRAVE"
Test941.jpg,"ee
LT

OO

cea
CR Re eel"
Test942.jpg,"“Lam not free
while any woman
is unfree, even
when her shackles
are very different
from my own.”"
Test945.jpg,"HATE
Ir Has CAUSED ALOT /
OF PROBLEMS IN THIS
WORLD, BUT IS HAS

NOT SOLVED ONE ¥ET.
+Mava AxceLou"
Test946.jpg,"“Tam not free
while any woman
is unfree, even
when her shackles
are very different
from my own.”

AUDRE LORDE

GH"
Test957.jpg,"PT ENT TaN Te
ASU aL LF"
Test979.jpg,
Test993.jpg,"Being gay is not a crime

Faeh ia Ce ieme- Ri msde end ged
God to justify your prejudice.
Religion is about loving one
FU mM CMe cm ee Cis
se) eels Cem Cod 1K)

c2 Being Gay & Proud Quotes
www. geckoandfly.com

ee ll Sl ; ="
Test100.jpg,
Test103.jpg,
Test105.jpg,"ci re ,"
Test107.jpg,"lesbianvenom:

lesbianvenom:

straighteners aren’t worth ur money i’ve been using one for three
weeks and i’m still definitely a lesbian

in all my 20 years of living this has been by far my best joke ever"
